seeds,directions,source,id,year,journal,title,passes_stage1,screen_rule,verdict,verdict_reason,abstract
[3] Venet 2011,前向き,MED,42488884,2025,Pathology oncology research : POR,Evaluating an RNA-based test for proliferation assessment and recurrence prediction in early HR+/HER2- breast cancer.,False,,,,"Multigene signatures like Oncotype DX and Prosigna Prediction Analysis of Microarray 50 (PAM50) help estimate distant recurrence risk in patients with luminal breast cancer receiving endocrine therapy. Determining the benefit of adjuvant chemotherapy, tests are costly and not always supported through reimbursement. We aimed to assess the utility of the APIS Breast cancer subtyping kit (BCSK) and its proliferation score (PS), as a potential prognostic assay. We analysed 141 adult patients with early luminal HER2- breast cancer diagnosed between 2020 and 2022 at Cantonal Hospital Basel-Land and Basel University Hospital. All patients had a valid OncotypeDX<sup>®</sup> Recurrence Score (RS) and received at least one line of adjuvant therapy. Molecular subtype and PS were obtained using the APIS BCSK. We performed the Prosigna PAM50 risk of recurrence (ROR) test on a subset of 59 patients. Our findings showed high concordance at the single marker level (estrogen receptor -ESR1, progesterone receptor - PGR, human epidermal growth factor receptor 2 - ERBB2 and marker of proliferation Ki-67 - MKI67), and between the BCSK and PAM50 subtype (overall percent agreement, OPA-71.2%). Notably, BCSK showed stronger agreement with immunohistochemistry (IHC)-based subtypes (OPA: 71.2%) than PAM50 with IHC (OPA: 54.2%). The BCSK PS correlated moderately with Prosigna PAM50 ROR (ρ = 0.4787) and more weakly with Oncotype DX RS (ρ = 0.4006). The correlation between ROR and RS was weak (ρ = 0.2255). In this preliminary comparison, the APIS BCSK and PS demonstrate promising potential as an initial molecular subtyping and risk stratification tool for breast cancer patients."
[3] Venet 2011,前向き,PPR,PPR1053101,2025,,A clinically relevant morpho-molecular classification of lung neuroendocrine tumours,False,,,,"Lung neuroendocrine tumours (NETs, also known as carcinoids) are rapidly rising in incidence worldwide but have unknown aetiology and limited therapeutic options beyond surgery. We conducted multi-omic analyses on over 300 lung NETs including whole-genome sequencing (WGS), transcriptome profiling, methylation arrays, spatial RNA sequencing, and spatial proteomics. The integration of multi-omic data provides definitive proof of the existence of four strikingly different molecular groups that vary in patient characteristics, genomic and transcriptomic profiles, microenvironment, and morphology, as much as distinct diseases. Among these, we identify a new molecular group, enriched for highly aggressive supra-carcinoids, that displays an immune-rich microenvironment linked to tumour—macrophage crosstalk, and we uncover an undifferentiated cell population within supra-carcinoids, explaining their molecular and behavioural link to high-grade lung neuroendocrine carcinomas. Deep learning models accurately identified the Ca A1, Ca A2, and Ca B groups based on morphology alone, outperforming current histological criteria. The characteristic tumour microenvironment of supra-carcinoids and the validation of a panel of immunohistochemistry markers for the other three molecular groups demonstrates that these groups can be accurately identified based solely on morphological features, facilitating their implementation in the clinical setting. Our proposed morpho-molecular classification highlights group-specific therapeutic opportunities, including DLL3, FGFR, TERT, and BRAF inhibitors. Overall, our findings unify previously proposed molecular classifications and refine the lung cancer map by revealing novel tumour types and potential treatments, with significant implications for prognosis and treatment decision-making."
[3] Venet 2011,前向き,PPR,PPR1064915,2025,,Pervasive Chromosomal Instability Drives the Karyotypic Evolution of Hypodiploid Tumours,False,,,,"<h4>ABSTRACT</h4>  Tumours frequently exhibit extreme levels of aneuploidy. While increases in ploidy are well-characterised, the opposite phenomenon—extensive chromosome loss leading to hypodiploidy— remains underexplored. Here, we analyse over 17,000 cancer genomes from 34 cancer types and perform a pan-cancer analysis of karyotypic evolution in hypodiploid tumours. We find that hypodiploidy is widespread and associated with a generalised chromosomal instability phenotype, marked by significantly elevated rates of genome doubling, intrachromosomal copy number alterations, chromothripsis, and intra-tumour heterogeneity. These tumours are hypoxic and strongly enriched for  TP53 mutations. However, we also identify a subset of cancers—acute lymphoblastic leukaemia (ALL), kidney chromophobe, and adrenocortical carcinoma—that exhibit stable hypodiploidy, with stereotyped chromosome loss patterns, low chromosomal instability, and distinct evolutionary origins. We exploit this stability to develop a simple method of distinguishing poor-prognosis masked hypodiploid from good-prognosis hyperdiploid ALL using only cytogenetic data, enabling more precise risk stratification.  Finally, we show that hypodiploidy predicts poor prognosis across cancers. Genome doubling does not confer a fitness advantage in low-hypodiploid tumours, nor do these tumours evolve to avoid loss of dosage-sensitive genes. Together, these findings provide the first pan-cancer characterization of hypodiploidy as a widespread and clinically relevant phenomenon often driven by pervasive chromo-somal instability, and illustrate the remarkable ability of cancer cells to tolerate and evolve under extreme dosage imbalance."
[3] Venet 2011,前向き,PPR,PPR1065034,2025,,Predictive Gene Discovery with EPCY: A Density-Based Alternative to DE analysis,False,,,,"Identifying predictive genes from high-throughput data remains a key challenge in biomedical research. Most current approaches rely on statistical tests to select differentially expressed genes (DEGs), which may not align with the goal of predicting outcomes. We present EPCY, a method that ranks genes based on their predictive power using cross-validated classifiers and density estimation, without relying on null hypothesis testing. Applied to both bulk and single-cell RNA sequencing datasets, EPCY consistently outperforms benchmark DEG-based methods in selecting robust candidate genes. It also demonstrates greater stability across varying cohort sizes, enabling reproducible gene prioritization even in large, heterogeneous datasets. EPCY provides interpretable predictive scores, facilitating candidate selection aligned with downstream validation goals."
[3] Venet 2011,前向き,PPR,PPR1116112,2025,,Integrative single-cell and spatial mapping of oxidative stress response uncovers GCLC+ mesenchymal tumor cell state linked with favorable outcomes in triple negative breast cancer,False,,,,"Inhibiting oxidative stress response (OSR) proteins has been suggested as a therapeutic strategy in triple negative breast cancer (TNBC). However, the cell type specificity and spatial distribution of OSR genes and proteins, such as GCLC and NQO1, is unknown. Using single cell and spatial transcriptomics datasets we found that OSR genes were highly expressed in TNBC tumor cells, which localized in spatial clusters. Multiplex immunofluorescence imaging of 345 TNBC samples from 186 patients demonstrated that OSR proteins GCLC and NQO1 exhibit distinct expression profiles across tumor, immune, and stromal cell populations and are elevated in inflamed histological regions. Tumor cell OSR protein expression was associated with the composition of the adjacent cellular neighborhood. Furthermore, we identified GCLC and vimentin positive (GCLC+VIM+) mesenchymal-like tumor cells, residing near immune cells and exhibiting increased proliferation and decreased anastasis signatures, suggesting sensitivity to chemotherapy. Across a panel of thirteen TNBC cell lines, GCLC expression was positively correlated with sensitivity to cisplatin. Cox regression analysis revealed that patients with higher proportions of GCLC+VIM+ tumor cells had a longer overall survival. Collectively, our results demonstrate that individual OSR proteins are expressed in distinct microenvironments and tumor cell states, potentially contributing to patient outcomes."
[3] Venet 2011,前向き,PPR,PPR968027,2025,,Transcriptomic signature reveals sensitivity to tubulin inhibitors in colon cancer,False,,,,"Colon cancer is the second most common cause of cancer death worldwide. Despite advances in the development of new molecular strategies for stratifying patients with colon cancer, many of these patients do not respond adequately to the standard of care. While previous studies have focused on the development of prognostic gene expression signatures, the exploration of predictive signatures to inform treatment decisions remains incomplete. In this study, we leveraged public gene expression datasets to design and experimentally validate a 37-gene expression signature for prognosis in colon cancer patients. We obtained a C-index of 0.732 (0.610-0.853) in four independent studies. Specifically, we discovered that the signature is associated with the mitotic phase of the cell cycle. Furthermore, the signature identified a population of colon cancer patients sensitive to tubulin inhibitor drugs. In particular, we validated  in vitro and  in vivo the efficacy of paclitaxel, a commonly used tubulin inhibitor in breast cancer treatment, in patient-derived preclinical models.  These results highlight the importance of incorporating gene expression signatures to identify new therapeutic options for colon cancer treatment. Furthermore, the identification of alternative treatment options with potentially improved efficacy holds promise for the development of new clinical trials, and reshapes the biomarker-based treatment strategy for second line and refractory colon cancer patients."
[3] Venet 2011,前向き,PPR,PPR990237,2025,,A highly resolved integrated single-cell atlas of human breast cancers,False,,,,"In this study, we developed an integrated single cell transcriptomic (scRNAseq) atlas of human breast cancer (BC), the largest resource of its kind, totaling > 600,000 cells across 138 patients. Rigorous integration and annotation of publicly available scRNAseq data enabled a highly resolved characterization of epithelial, immune, and stromal heterogeneity within the tumor microenvironment (TME). Within the immune compartment we were able to characterize heterogeneity of CD4, CD8 T cells and macrophage subpopulations. Within the stromal compartment, subpopulations of endothelial cells (ECs) and cancer associated fibroblasts (CAFs) were resolved. Within the cancer epithelial compartment, we characterized the functional heterogeneity of cells across the axes of stemness, epithelial-mesenchymal plasticity, and canonical cancer pathways. Across all subpopulations observed in the TME, we performed a multi-resolution survival analysis to identify epithelial cell states, and immune and stromal cell types, which conferred a survival advantage in both The Cancer Genome Atlas (TCGA), METABRIC, and SCANB. We also identified robust associations between TME composition and clinical phenotypes such as tumor subtype and grade that were not discernible when the analysis was limited to individual datasets, highlighting the need for atlas-based analyses. This atlas represents a valuable resource for further high-resolution analyses of TME heterogeneity within BC. <h4>Graphical Abstract</h4>"
[3] Venet 2011,前向き,MED,37078535,2024,Molecular oncology,MMP14 expression and collagen remodelling support uterine leiomyosarcoma aggressiveness.,False,,,,"Fibrillar collagen deposition, stiffness and downstream signalling support the development of leiomyomas (LMs), common benign mesenchymal tumours of the uterus, and are associated with aggressiveness in multiple carcinomas. Compared with epithelial carcinomas, however, the impact of fibrillar collagens on malignant mesenchymal tumours, including uterine leiomyosarcoma (uLMS), remains elusive. In this study, we analyse the network morphology and density of fibrillar collagens combined with the gene expression within uLMS, LM and normal myometrium (MM). We find that, in contrast to LM, uLMS tumours present low collagen density and increased expression of collagen-remodelling genes, features associated with tumour aggressiveness. Using collagen-based 3D matrices, we show that matrix metalloproteinase-14 (MMP14), a central protein with collagen-remodelling functions that is particularly overexpressed in uLMS, supports uLMS cell proliferation. In addition, we find that, unlike MM and LM cells, uLMS proliferation and migration are less sensitive to changes in collagen substrate stiffness. We demonstrate that uLMS cell growth in low-stiffness substrates is sustained by an enhanced basal yes-associated protein 1 (YAP) activity. Altogether, our results indicate that uLMS cells acquire increased collagen remodelling capabilities and are adapted to grow and migrate in low collagen and soft microenvironments. These results further suggest that matrix remodelling and YAP are potential therapeutic targets for this deadly disease."
[1] Toro-Dominguez 2025,後ろ向き,MED,37933855,2024,Nucleic acids research,NCBI GEO: archive for gene expression and epigenomics data sets: 23-year update.,False,,,,"The Gene Expression Omnibus (GEO) is an international public repository that archives gene expression and epigenomics data sets generated by next-generation sequencing and microarray technologies. Data are typically submitted to GEO by researchers in compliance with widespread journal and funder mandates to make generated data publicly accessible. The resource handles raw data files, processed data files and descriptive metadata for over 200 000 studies and 6.5 million samples, all of which are indexed, searchable and downloadable. Additionally, GEO offers web-based tools that facilitate analysis and visualization of differential gene expression. This article presents the current status and recent advancements in GEO, including the generation of consistently computed gene expression count matrices for thousands of RNA-seq studies, and new interactive graphical plots in GEO2R that help users identify differentially expressed genes and assess data set quality. The GEO repository is built and maintained by the National Center for Biotechnology Information (NCBI), a division of the National Library of Medicine (NLM), and is publicly accessible at https://www.ncbi.nlm.nih.gov/geo/."
[3] Venet 2011,前向き,MED,38172915,2024,Breast cancer research : BCR,Identification of a Notch transcriptomic signature for breast cancer.,False,,,,"<h4>Background</h4>Dysregulated Notch signalling contributes to breast cancer development and progression, but validated tools to measure the level of Notch signalling in breast cancer subtypes and in response to systemic therapy are largely lacking. A transcriptomic signature of Notch signalling would be warranted, for example to monitor the effects of future Notch-targeting therapies and to learn whether altered Notch signalling is an off-target effect of current breast cancer therapies. In this report, we have established such a classifier.<h4>Methods</h4>To generate the signature, we first identified Notch-regulated genes from six basal-like breast cancer cell lines subjected to elevated or reduced Notch signalling by culturing on immobilized Notch ligand Jagged1 or blockade of Notch by γ-secretase inhibitors, respectively. From this cadre of Notch-regulated genes, we developed candidate transcriptomic signatures that were trained on a breast cancer patient dataset (the TCGA-BRCA cohort) and a broader breast cancer cell line cohort and sought to validate in independent datasets.<h4>Results</h4>An optimal 20-gene transcriptomic signature was selected. We validated the signature on two independent patient datasets (METABRIC and Oslo2), and it showed an improved coherence score and tumour specificity compared with previously published signatures. Furthermore, the signature score was particularly high for basal-like breast cancer, indicating an enhanced level of Notch signalling in this subtype. The signature score was increased after neoadjuvant treatment in the PROMIX and BEAUTY patient cohorts, and a lower signature score generally correlated with better clinical outcome.<h4>Conclusions</h4>The 20-gene transcriptional signature will be a valuable tool to evaluate the response of future Notch-targeting therapies for breast cancer, to learn about potential effects on Notch signalling from conventional breast cancer therapies and to better stratify patients for therapy considerations."
[3] Venet 2011,前向き,MED,38193115,2024,Bioengineering & translational medicine,An engineered niche delineates metastatic potential of breast cancer.,False,,,,"Metastatic breast cancer is often not diagnosed until secondary tumors have become macroscopically visible and millions of tumor cells have invaded distant tissues. Yet, metastasis is initiated by a cascade of events leading to formation of the pre-metastatic niche, which can precede tumor formation by a matter of years. We aimed to distinguish the potential for metastatic disease from nonmetastatic disease at early times in triple-negative breast cancer using sister cell lines 4T1 (metastatic), 4T07 (invasive, nonmetastatic), and 67NR (nonmetastatic). We used a porous, polycaprolactone scaffold, that serves as an engineered metastatic niche, to identify metastatic disease through the characteristics of the microenvironment. Analysis of the immune cell composition at the scaffold was able to distinguish noninvasive 67NR tumor-bearing mice from 4T07 and 4T1 tumor-bearing mice but could not delineate metastatic potential between the two invasive cell lines. Gene expression in the scaffolds correlated with the up-regulation of cancer hallmarks (e.g., angiogenesis, hypoxia) in the 4T1 mice relative to 4T07 mice. We developed a 9-gene signature (<i>Dhx9</i>, <i>Dusp12</i>, <i>Fth1</i>, <i>Ifitm1</i>, <i>Ndufs1</i>, <i>Pja2</i>, <i>Slc1a3</i>, <i>Soga1</i>, <i>Spon2</i>) that successfully distinguished 4T1 disease from 67NR or 4T07 disease throughout metastatic progression. Furthermore, this signature proved highly effective at distinguishing diseased lungs in publicly available datasets of mouse models of metastatic breast cancer and in human models of lung cancer. The early and accurate detection of metastatic disease that could lead to early treatment has the potential to improve patient outcomes and quality of life."
[3] Venet 2011,前向き,MED,38243040,2024,Scientific reports,Development of an invasion score based on metastasis-related pathway activity profiles for identifying invasive molecular subtypes of lung adenocarcinoma.,False,,,,"The invasive capacity of lung adenocarcinoma (LUAD) is an important factor influencing patients' metastatic status and survival outcomes. However, there is still a lack of suitable biomarkers to evaluate tumor invasiveness. LUAD molecular subtypes were identified by unsupervised consistent clustering of LUAD. The differences in prognosis, tumor microenvironment (TME), and mutation were assessed among different subtypes. After that, the invasion-related gene score (IRGS) was constructed by genetic differential analysis, WGCNA analysis, and LASSO analysis, then we evaluated the relationship between IRGS and invasive characteristics, TME, and prognosis. The predictive ability of the IRGS was verified by in vitro experiments. Next, the ""oncoPredict"" R package and CMap were used to assess the potential value of IRGS in drug therapy. The results showed that LUAD was clustered into two molecular subtypes. And the C1 subtype exhibited a worse prognosis, higher stemness enrichment activity, less immune infiltration, and higher mutation frequency. Subsequently, IRGS developed based on molecular subtypes demonstrated a strong association with malignant characteristics such as invasive features, higher stemness scores, less immune infiltration, and worse survival. In vitro experiments showed that the higher IRGS LUAD cell had a stronger invasive capacity than the lower IRGS LUAD cell. Predictive analysis based on the ""oncoPredict"" R package showed that the high IRGS group was more sensitive to docetaxel, erlotinib, paclitaxel, and gefitinib. Among them, in vitro experiments verified the greater killing effect of paclitaxel on high IRGS cell lines. In addition, CMap showed that purvalanol-a, angiogenesis-inhibitor, and masitinib have potential therapeutic effects in the high IRGS group. In summary we identified and analyzed the molecular subtypes associated with the invasiveness of LUAD and developed IRGS that can efficiently predict the prognosis and invasive ability of the tumor. IRGS may be able to facilitate the precision treatment of LUAD to some extent."
[3] Venet 2011,前向き,MED,38349551,2024,Cancer research communications,Stromal Signals Dominate Gene Expression Signature Scores That Aim to Describe Cancer Cell-intrinsic Stemness or Mesenchymality Characteristics.,False,,,,"Epithelial-to-mesenchymal transition (EMT) in cancer cells confers migratory abilities, a crucial aspect in the metastasis of tumors that frequently leads to death. In multiple studies, authors proposed gene expression signatures for EMT, stemness, or mesenchymality of tumors based on bulk tumor expression profiling. However, recent studies suggested that noncancerous cells from the microenvironment or macroenvironment heavily influence such signature profiles. Here, we strengthen these findings by investigating 11 published and frequently referenced gene expression signatures that were proposed to describe EMT-related (EMT, mesenchymal, or stemness) characteristics in various cancer types. By analyses of bulk, single-cell, and pseudobulk expression data, we show that the cell type composition of a tumor sample frequently dominates scores of these EMT-related signatures. A comprehensive, integrated analysis of bulk RNA sequencing (RNA-seq) and single-cell RNA-seq data shows that stromal cells, most often fibroblasts, are the main drivers of EMT-related signature scores. We call attention to the risk of false conclusions about tumor properties when interpreting EMT-related signatures, especially in a clinical setting: high patient scores of EMT-related signatures or calls of ""stemness subtypes"" often result from low cancer cell content in tumor biopsies rather than cancer cell-specific stemness or mesenchymal/EMT characteristics.<h4>Significance</h4>Cancer self-renewal and migratory abilities are often characterized via gene module expression profiles, also called EMT or stemness gene expression signatures. Using published clinical tumor samples, cancer cell lines, and single cancer cells, we highlight the dominating influence of noncancer cells in low cancer cell content biopsies on their scores. We caution on their application for low cancer cell content clinical cancer samples with the intent to assign such characteristics or subtypes."
[3] Venet 2011,前向き,MED,38378678,2024,Bone research,RANKL inhibition reduces lesional cellularity and Gα&lt;sub&gt;s&lt;/sub&gt; variant expression and enables osteogenic maturation in fibrous dysplasia.,False,,,,"Fibrous dysplasia (FD) is a rare, disabling skeletal disease for which there are no established treatments. Growing evidence supports inhibiting the osteoclastogenic factor receptor activator of nuclear kappa-B ligand (RANKL) as a potential treatment strategy. In this study, we investigated the mechanisms underlying RANKL inhibition in FD tissue and its likely indirect effects on osteoprogenitors by evaluating human FD tissue pre- and post-treatment in a phase 2 clinical trial of denosumab (NCT03571191) and in murine in vivo and ex vivo preclinical models. Histological analysis of human and mouse tissue demonstrated increased osteogenic maturation, reduced cellularity, and reduced expression of the pathogenic Gα<sub>s</sub> variant in FD lesions after RANKL inhibition. RNA sequencing of human and mouse tissue supported these findings. The interaction between osteoclasts and mutant osteoprogenitors was further assessed in an ex vivo lesion model, which indicated that the proliferation of abnormal FD osteoprogenitors was dependent on osteoclasts. The results from this study demonstrated that, in addition to its expected antiosteoclastic effect, denosumab reduces FD lesion activity by decreasing FD cell proliferation and increasing osteogenic maturation, leading to increased bone formation within lesions. These findings highlight the unappreciated role of cellular crosstalk between osteoclasts and preosteoblasts/osteoblasts as a driver of FD pathology and demonstrate a novel mechanism of action of denosumab in the treatment of bone disease.TRIAL REGISTRATION: ClinicalTrials.gov NCT03571191."
[3] Venet 2011,前向き,MED,38401548,2024,Cell reports. Medicine,A signature of enhanced proliferation associated with response and survival to anti-PD-L1 therapy in early-stage non-small cell lung cancer.,False,,,,"In early-stage non-small cell lung cancer, the combination of neoadjuvant anti-PD-L1 and subablative stereotactic body radiation therapy (SBRT) is associated with higher rates of major pathologic response compared to anti-PD-L1 alone. Here, we identify a 140-gene set, enriched in genes characteristic of highly proliferating cells, associated with response to the dual therapy. Analysis of on-treatment transcriptome data indicate roles for T and B cells in response. The 140-gene set is associated with disease-free survival when applied to the combined trial arms. This 140-gene set identifies a subclass of tumors in all 7 of The Cancer Genome Atlas tumor types examined. Worse survival is associated with the 140-gene signature in 5 of these tumor types. Collectively, our data support that this 140-gene set, discovered in association with response to combined anti-PD-L1 and SBRT, identifies a clinically aggressive subclass of solid tumors that may be more likely to respond to immunotherapies."
[3] Venet 2011,前向き,MED,38507484,2024,Science advances,Gastrulation-stage gene expression in &lt;i&gt;Nipbl&lt;/i&gt;&lt;sup&gt;+/-&lt;/sup&gt; mouse embryos foreshadows the development of syndromic birth defects.,False,,,,"In animal models, <i>Nipbl</i> deficiency phenocopies gene expression changes and birth defects seen in Cornelia de Lange syndrome, the most common cause of which is <i>Nipbl</i> haploinsufficiency. Previous studies in <i>Nipbl<sup>+/-</sup></i> mice suggested that heart development is abnormal as soon as cardiogenic tissue is formed. To investigate this, we performed single-cell RNA sequencing on wild-type and <i>Nipbl<sup>+/-</sup></i> mouse embryos at gastrulation and early cardiac crescent stages. <i>Nipbl<sup>+/-</sup></i> embryos had fewer mesoderm cells than wild-type and altered proportions of mesodermal cell subpopulations. These findings were associated with underexpression of genes implicated in driving specific mesodermal lineages. In addition, <i>Nanog</i> was found to be overexpressed in all germ layers, and many gene expression changes observed in <i>Nipbl<sup>+/-</sup></i> embryos could be attributed to <i>Nanog</i> overexpression. These findings establish a link between <i>Nipbl</i> deficiency, <i>Nanog</i> overexpression, and gene expression dysregulation/lineage misallocation, which ultimately manifest as birth defects in <i>Nipbl<sup>+/-</sup></i> animals and Cornelia de Lange syndrome."
[3] Venet 2011,前向き,MED,38588415,2024,Proceedings of the National Academy of Sciences of the United States of America,A survey of chromosomal instability measures across mechanistic models.,False,,,,"Chromosomal instability (CIN) is the persistent reshuffling of cancer karyotypes via chromosome mis-segregation during cell division. In cancer, CIN exists at varying levels that have differential effects on tumor progression. However, mis-segregation rates remain challenging to assess in human cancer despite an array of available measures. We evaluated measures of CIN by comparing quantitative methods using specific, inducible phenotypic CIN models of chromosome bridges, pseudobipolar spindles, multipolar spindles, and polar chromosomes. For each, we measured CIN fixed and timelapse fluorescence microscopy, chromosome spreads, six-centromere FISH, bulk transcriptomics, and single-cell DNA sequencing (scDNAseq). As expected, microscopy of tumor cells in live and fixed samples significantly correlated (R = 0.72; <i>P</i> < 0.001) and sensitively detect CIN. Cytogenetics approaches include chromosome spreads and 6-centromere FISH, which also significantly correlate (R = 0.76; <i>P</i> < 0.001) but had limited sensitivity for lower rates of CIN. Bulk genomic DNA signatures and bulk transcriptomic scores, CIN70 and HET70, did not detect CIN. By contrast, scDNAseq detects CIN with high sensitivity, and significantly correlates with imaging methods (R = 0.82; <i>P</i> < 0.001). In summary, single-cell methods such as imaging, cytogenetics, and scDNAseq can measure CIN, with the latter being the most comprehensive method accessible to clinical samples. To facilitate the comparison of CIN rates between phenotypes and methods, we propose a standardized unit of CIN: Mis-segregations per Diploid Division. This systematic analysis of common CIN measures highlights the superiority of single-cell methods and provides guidance for measuring CIN in the clinical setting."
[3] Venet 2011,前向き,MED,38600325,2024,British journal of cancer,"Pathway-based signatures predict patient outcome, chemotherapy benefit and synthetic lethal dependencies in invasive lobular breast cancer.",False,,,,"<h4>Background</h4>Invasive Lobular Carcinoma (ILC) is a morphologically distinct breast cancer subtype that represents up to 15% of all breast cancers. Compared to Invasive Breast Carcinoma of No Special Type (IBC-NST), ILCs exhibit poorer long-term outcome and a unique pattern of metastasis. Despite these differences, the systematic discovery of robust prognostic biomarkers and therapeutically actionable molecular pathways in ILC remains limited.<h4>Methods</h4>Pathway-centric multivariable models using statistical machine learning were developed and tested in seven retrospective clinico-genomic cohorts (n = 996). Further external validation was performed using a new RNA-Seq clinical cohort of aggressive ILCs (n = 48).<h4>Results and conclusions</h4>mRNA dysregulation scores of 25 pathways were strongly prognostic in ILC (FDR-adjusted P < 0.05). Of these, three pathways including Cell-cell communication, Innate immune system and Smooth muscle contraction were also independent predictors of chemotherapy response. To aggregate these findings, a multivariable machine learning predictor called PSILC was developed and successfully validated for predicting overall and metastasis-free survival in ILC. Integration of PSILC with CRISPR-Cas9 screening data from breast cancer cell lines revealed 16 candidate therapeutic targets that were synthetic lethal with high-risk ILCs. This study provides interpretable prognostic and predictive biomarkers of ILC which could serve as the starting points for targeted drug discovery for this disease."
[3] Venet 2011,前向き,MED,38604248,2024,Aging,Evidence of a pan-tissue decline in stemness during human aging.,False,,,,"Despite their biological importance, the role of stem cells in human aging remains to be elucidated. In this work, we applied a machine learning methodology to GTEx transcriptome data and assigned stemness scores to 17,382 healthy samples from 30 human tissues aged between 20 and 79 years. We found that ~60% of the studied tissues exhibit a significant negative correlation between the subject's age and stemness score. The only significant exception was the uterus, where we observed an increased stemness with age. Moreover, we observed that stemness is positively correlated with cell proliferation and negatively correlated with cellular senescence. Finally, we also observed a trend that hematopoietic stem cells derived from older individuals might have higher stemness scores. In conclusion, we assigned stemness scores to human samples and show evidence of a pan-tissue loss of stemness during human aging, which adds weight to the idea that stem cell deterioration may contribute to human aging."
[3] Venet 2011,前向き,MED,38658129,2024,Artificial intelligence in medicine,Stable feature selection utilizing Graph Convolutional Neural Network and Layer-wise Relevance Propagation for biomarker discovery in breast cancer.,False,,,,"High-throughput technologies are becoming increasingly important in discovering prognostic biomarkers and in identifying novel drug targets. With Mammaprint, Oncotype DX, and many other prognostic molecular signatures breast cancer is one of the paradigmatic examples of the utility of high-throughput data to deliver prognostic biomarkers, that can be represented in a form of a rather short gene list. Such gene lists can be obtained as a set of features (genes) that are important for the decisions of a Machine Learning (ML) method applied to high-dimensional gene expression data. Several studies have identified predictive gene lists for patient prognosis in breast cancer, but these lists are unstable and have only a few genes in common. Instability of feature selection impedes biological interpretability: genes that are relevant for cancer pathology should be members of any predictive gene list obtained for the same clinical type of patients. Stability and interpretability of selected features can be improved by including information on molecular networks in ML methods. Graph Convolutional Neural Network (GCNN) is a contemporary deep learning approach applicable to gene expression data structured by a prior knowledge molecular network. Layer-wise Relevance Propagation (LRP) and SHapley Additive exPlanations (SHAP) are methods to explain individual decisions of deep learning models. We used both GCNN+LRP and GCNN+SHAP techniques to construct feature sets by aggregating individual explanations. We suggest a methodology to systematically and quantitatively analyze the stability, the impact on the classification performance, and the interpretability of the selected feature sets. We used this methodology to compare GCNN+LRP to GCNN+SHAP and to more classical ML-based feature selection approaches. Utilizing a large breast cancer gene expression dataset we show that, while feature selection with SHAP is useful in applications where selected features have to be impactful for classification performance, among all studied methods GCNN+LRP delivers the most stable (reproducible) and interpretable gene lists."
[3] Venet 2011,前向き,MED,38681607,2024,Heliyon,Cross-platform gene expression profiling of breast cancer: Exploring the relationship between breast cancer grades and gene expression pattern.,False,,,,"Gene expression profiling is a powerful tool that has been extensively used to investigate the underlying biology and etiology of diseases, including cancer. Microarray gene expression analysis enables simultaneous measurement of thousands of mRNA levels. Sophisticated computational approaches have evolved in parallel with the rapid progress in bioassay technologies, enabling more effective analysis of the large and complex datasets that these technologies produce. In this study, we utilized systems biology approaches to examine gene expression profiles across different grades of breast cancer progression. We conducted a meta-analysis of publicly available microarray data to elucidate the molecular mechanisms underlying breast cancer grade classification. Our results suggest that while grade index is commonly used for evaluating cancer progression status in the clinic, the complexity of molecular mechanisms, histological characteristics, and other factors related to patient outcomes raises doubts about the utility of breast cancer grades as a foundation for formulating treatment protocols. Our study underscores the importance of advancing personalized strategies for breast cancer classification and management. More research is crucial to refine diagnostic tools and treatment modalities, aiming for greater precision and tailored care in patient outcomes."
